"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR026473","ERR026474","ERR026478","ERR026481","ERR026482","ERR029206","ERR029207"
"group_110","","putative PPE family protein PPE40","7","7","1","17","28","","","","1472","1748","1669","IABJFMEL_01245","FNKIIBCC_01073","KLCLGNMD_01531","LJFBHMDO_03315","FJKEEGCC_03380","LCKBFCAL_01560","GLGINFII_01820"
"group_1100","","Soluble secreted antigen MPT53","7","7","1","9","59","","","","521","521","521","IABJFMEL_03039","FNKIIBCC_03027","KLCLGNMD_03189","LJFBHMDO_01016","FJKEEGCC_01090","LCKBFCAL_03220","GLGINFII_03297"
"group_1101","","hypothetical protein","7","7","1","8","9","","","","788","788","788","IABJFMEL_01600","FNKIIBCC_01722","KLCLGNMD_02074","LJFBHMDO_02052","FJKEEGCC_01795","LCKBFCAL_01434","GLGINFII_01468"
"inhA_2","","Isonitrile hydratase","7","7","1","11","96","","","","638","638","638","IABJFMEL_01863","FNKIIBCC_02832","KLCLGNMD_01784","LJFBHMDO_02331","FJKEEGCC_02911","LCKBFCAL_00937","GLGINFII_02133"
"group_1103","","hypothetical protein","7","7","1","3","120","","","","485","485","485","IABJFMEL_02205","FNKIIBCC_03672","KLCLGNMD_03767","LJFBHMDO_03689","FJKEEGCC_03639","LCKBFCAL_03762","GLGINFII_03820"
"hmp","","3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component","7","7","1","17","65","","","","1076","1076","1076","IABJFMEL_01207","FNKIIBCC_01035","KLCLGNMD_01493","LJFBHMDO_02404","FJKEEGCC_02094","LCKBFCAL_01522","GLGINFII_01782"
"group_1105","","hypothetical protein","7","7","1","10","35","","","","821","821","821","IABJFMEL_00424","FNKIIBCC_00384","KLCLGNMD_01097","LJFBHMDO_01645","FJKEEGCC_01462","LCKBFCAL_00714","GLGINFII_00907"
"group_1106","","Ribonuclease VapC41","7","7","1","41","13","","","","440","440","440","IABJFMEL_03706","FNKIIBCC_03312","KLCLGNMD_03425","LJFBHMDO_03346","FJKEEGCC_03304","LCKBFCAL_03518","GLGINFII_03525"
"group_1107","","putative PE-PGRS family protein PE_PGRS24","7","7","1","1","606","","","","224","224","224","IABJFMEL_00126","FNKIIBCC_00142","KLCLGNMD_00069","LJFBHMDO_00132","FJKEEGCC_00031","LCKBFCAL_00458","GLGINFII_00031"
"pnbA_1","","Para-nitrobenzyl esterase","7","7","1","23","16","","","","515","515","515","IABJFMEL_02113","FNKIIBCC_02242","KLCLGNMD_02579","LJFBHMDO_02525","FJKEEGCC_02295","LCKBFCAL_02595","GLGINFII_02745"
"group_1109","","hypothetical protein","7","7","1","4","119","","","","602","602","602","IABJFMEL_02970","FNKIIBCC_02785","KLCLGNMD_00507","LJFBHMDO_02595","FJKEEGCC_02486","LCKBFCAL_01611","GLGINFII_00369"
"pknD_2","","Serine/threonine-protein kinase PknD","7","7","1","17","18","","","","734","926","898","IABJFMEL_01255","FNKIIBCC_01083","KLCLGNMD_01541","LJFBHMDO_03305","FJKEEGCC_03390","LCKBFCAL_01570","GLGINFII_01830"
"group_1110","","hypothetical protein","7","7","1","1","87","","","","1085","1085","1085","IABJFMEL_00188","FNKIIBCC_00203","KLCLGNMD_00130","LJFBHMDO_00071","FJKEEGCC_00092","LCKBFCAL_00519","GLGINFII_00092"
"hflX","","GTPase HflX","7","7","1","3","182","","","","1487","1487","1487","IABJFMEL_02592","FNKIIBCC_01460","KLCLGNMD_01846","LJFBHMDO_00646","FJKEEGCC_01501","LCKBFCAL_01842","GLGINFII_02166"
"bcpA","","Carboxyvinyl-carboxyphosphonate phosphorylmutase","7","7","1","16","43","","","","776","776","776","IABJFMEL_01683","FNKIIBCC_01748","KLCLGNMD_02158","LJFBHMDO_02102","FJKEEGCC_01821","LCKBFCAL_01727","GLGINFII_01755"
"group_1113","","hypothetical protein","7","7","1","43","3","","","","728","728","728","IABJFMEL_04055","FNKIIBCC_04058","KLCLGNMD_03479","LJFBHMDO_04057","FJKEEGCC_03423","LCKBFCAL_04052","GLGINFII_03627"
"group_1114","","Acyl-CoA dehydrogenase FadE34","7","7","1","12","61","","","","2165","2165","2165","IABJFMEL_00730","FNKIIBCC_00677","KLCLGNMD_01366","LJFBHMDO_00743","FJKEEGCC_00771","LCKBFCAL_01053","GLGINFII_01243"
"rip2","","Putative zinc metalloprotease Rip2","7","7","1","4","109","","","","779","779","779","IABJFMEL_02980","FNKIIBCC_02795","KLCLGNMD_00517","LJFBHMDO_02605","FJKEEGCC_02476","LCKBFCAL_01601","GLGINFII_00359"
"ctpC","","putative manganese/zinc-exporting P-type ATPase","7","7","1","2","123","","","","2156","2156","2156","IABJFMEL_00519","FNKIIBCC_01148","KLCLGNMD_01192","LJFBHMDO_00397","FJKEEGCC_00992","LCKBFCAL_01399","GLGINFII_01035"
"mog","","Molybdopterin adenylyltransferase","7","7","1","1","216","","","","482","482","482","IABJFMEL_02769","FNKIIBCC_02701","KLCLGNMD_00008","LJFBHMDO_01086","FJKEEGCC_02586","LCKBFCAL_02889","GLGINFII_02721"
"group_1118","","Putative secreted protein.1","7","7","1","1","159","","","","173","173","173","IABJFMEL_03032","FNKIIBCC_02157","KLCLGNMD_00160","LJFBHMDO_00042","FJKEEGCC_00121","LCKBFCAL_02302","GLGINFII_00122"
"murC","","UDP-N-acetylmuramate--L-alanine ligase","7","7","1","27","29","","","","1484","1484","1484","IABJFMEL_02469","FNKIIBCC_03505","KLCLGNMD_03601","LJFBHMDO_03282","FJKEEGCC_03327","LCKBFCAL_03170","GLGINFII_03269"
"pcaF_3","","Beta-ketoadipyl-CoA thiolase","7","7","1","18","24","","","","1157","1205","1198","IABJFMEL_01289","FNKIIBCC_01207","KLCLGNMD_01668","LJFBHMDO_01399","FJKEEGCC_01234","LCKBFCAL_01910","GLGINFII_01992"
"group_1120","","Epoxide hydrolase B","7","7","1","36","7","","","","1070","1070","1070","IABJFMEL_02946","FNKIIBCC_02957","KLCLGNMD_03149","LJFBHMDO_03000","FJKEEGCC_03020","LCKBFCAL_03270","GLGINFII_03330"
"group_1121","","hypothetical protein","7","7","1","27","21","","","","620","620","620","IABJFMEL_02477","FNKIIBCC_04003","KLCLGNMD_03996","LJFBHMDO_03274","FJKEEGCC_03319","LCKBFCAL_04001","GLGINFII_03992"
"inhA_1","","Enoyl-[acyl-carrier-protein] reductase [NADH]","7","7","1","10","17","","","","809","809","809","IABJFMEL_00442","FNKIIBCC_00402","KLCLGNMD_01115","LJFBHMDO_01663","FJKEEGCC_01444","LCKBFCAL_00696","GLGINFII_00889"
"group_1123","","putative FAD-linked oxidoreductase","7","7","1","2","275","","","","1379","1379","1379","IABJFMEL_00590","FNKIIBCC_00539","KLCLGNMD_00305","LJFBHMDO_01907","FJKEEGCC_01738","LCKBFCAL_00082","GLGINFII_00257"
"group_1124","","hypothetical protein","7","7","1","19","42","","","","491","491","491","IABJFMEL_02180","FNKIIBCC_02329","KLCLGNMD_01612","LJFBHMDO_01319","FJKEEGCC_01178","LCKBFCAL_01755","GLGINFII_01900"
"mmpS4_1","","Siderophore export accessory protein MmpS4","7","7","1","4","155","","","","428","428","428","IABJFMEL_00977","FNKIIBCC_00436","KLCLGNMD_00473","LJFBHMDO_00515","FJKEEGCC_00646","LCKBFCAL_01645","GLGINFII_00403"
"group_1126","","putative enoyl-CoA hydratase echA17","7","7","1","12","83","","","","785","785","785","IABJFMEL_00752","FNKIIBCC_00699","KLCLGNMD_01344","LJFBHMDO_00721","FJKEEGCC_00749","LCKBFCAL_01075","GLGINFII_01221"
"group_1127","","TVP38/TMEM64 family membrane protein","7","7","1","2","300","","","","425","425","425","IABJFMEL_00615","FNKIIBCC_00564","KLCLGNMD_00330","LJFBHMDO_01932","FJKEEGCC_01713","LCKBFCAL_00057","GLGINFII_00282"
"group_1128","","hypothetical protein","7","7","1","1","145","","","","293","293","293","IABJFMEL_03018","FNKIIBCC_02143","KLCLGNMD_00174","LJFBHMDO_00028","FJKEEGCC_00135","LCKBFCAL_02288","GLGINFII_00136"
"pstP","","PP2C-family Ser/Thr phosphatase","7","7","1","11","20","","","","1535","1535","1535","IABJFMEL_02621","FNKIIBCC_02549","KLCLGNMD_02894","LJFBHMDO_02724","FJKEEGCC_02677","LCKBFCAL_00973","GLGINFII_03085"
"group_113","","hypothetical protein","7","7","1","18","39","","","","461","557","543","IABJFMEL_01304","FNKIIBCC_01192","KLCLGNMD_01653","LJFBHMDO_01414","FJKEEGCC_01219","LCKBFCAL_01925","GLGINFII_02007"
"group_1130","","Cytochrome P450 130","7","7","1","8","16","","","","1205","1205","1205","IABJFMEL_01607","FNKIIBCC_01715","KLCLGNMD_02081","LJFBHMDO_02044","FJKEEGCC_01787","LCKBFCAL_01441","GLGINFII_01475"
"group_1131","","Cell wall synthesis protein Wag31","7","7","1","27","36","","","","782","782","782","IABJFMEL_02462","FNKIIBCC_03498","KLCLGNMD_03608","LJFBHMDO_03289","FJKEEGCC_03334","LCKBFCAL_03163","GLGINFII_03262"
"cocE_2","","Cocaine esterase","7","7","1","3","139","","","","1685","1685","1685","IABJFMEL_02209","FNKIIBCC_03056","KLCLGNMD_02668","LJFBHMDO_00689","FJKEEGCC_03125","LCKBFCAL_03320","GLGINFII_01617"
"group_1133","","Glycolipid sulfotransferase","7","7","1","3","81","","","","980","980","980","IABJFMEL_03463","FNKIIBCC_03400","KLCLGNMD_03219","LJFBHMDO_03436","FJKEEGCC_03095","LCKBFCAL_03592","GLGINFII_03425"
"rocA1","","1-pyrroline-5-carboxylate dehydrogenase 1","7","7","1","1","280","","","","1631","1631","1631","IABJFMEL_01510","FNKIIBCC_01488","KLCLGNMD_01874","LJFBHMDO_01692","FJKEEGCC_01576","LCKBFCAL_02181","GLGINFII_01338"
"ywrD","","Putative gamma-glutamyltransferase YwrD","7","7","1","21","25","","","","1583","1583","1583","IABJFMEL_01928","FNKIIBCC_02009","KLCLGNMD_02338","LJFBHMDO_02759","FJKEEGCC_02633","LCKBFCAL_02632","GLGINFII_02800"
"group_1136","","putative HTH-type transcriptional regulator","7","7","1","4","44","","","","422","422","422","IABJFMEL_02795","FNKIIBCC_00509","KLCLGNMD_00401","LJFBHMDO_00588","FJKEEGCC_00719","LCKBFCAL_00849","GLGINFII_00475"
"group_1137","","hypothetical protein","7","7","1","3","85","","","","1289","1289","1289","IABJFMEL_03467","FNKIIBCC_03404","KLCLGNMD_03223","LJFBHMDO_03432","FJKEEGCC_03091","LCKBFCAL_03596","GLGINFII_03421"
"group_1138","","Long-chain-fatty-acid--AMP ligase FadD32","7","7","1","8","79","","","","1889","1889","1889","IABJFMEL_01383","FNKIIBCC_01276","KLCLGNMD_01737","LJFBHMDO_01372","FJKEEGCC_01260","LCKBFCAL_02004","GLGINFII_02086"
"argC","","N-acetyl-gamma-glutamyl-phosphate reductase","7","7","1","6","172","","","","1058","1058","1058","IABJFMEL_02922","FNKIIBCC_02918","KLCLGNMD_01261","LJFBHMDO_01178","FJKEEGCC_02997","LCKBFCAL_03263","GLGINFII_03275"
"group_114","","Antitoxin VapB21","7","7","1","18","58","","","","215","266","258","IABJFMEL_01321","FNKIIBCC_01175","KLCLGNMD_01636","LJFBHMDO_01432","FJKEEGCC_01202","LCKBFCAL_01942","GLGINFII_02024"
"higA2_2","","Putative antitoxin HigA2","7","7","1","31","6","","","","305","305","305","IABJFMEL_02645","FNKIIBCC_02636","KLCLGNMD_02958","LJFBHMDO_02850","FJKEEGCC_02738","LCKBFCAL_03013","GLGINFII_03138"
"group_1141","","hypothetical protein","7","7","1","16","78","","","","332","332","332","IABJFMEL_01647","FNKIIBCC_01784","KLCLGNMD_02122","LJFBHMDO_02066","FJKEEGCC_01857","LCKBFCAL_01691","GLGINFII_01719"
"group_1142","","hypothetical protein","7","7","1","32","11","","","","1685","1685","1685","IABJFMEL_02831","FNKIIBCC_02869","KLCLGNMD_03016","LJFBHMDO_02882","FJKEEGCC_02936","LCKBFCAL_03071","GLGINFII_03170"
"group_1143","","putative PPE family protein PPE32","7","7","1","29","10","","","","1241","1241","1241","IABJFMEL_02390","FNKIIBCC_02763","KLCLGNMD_02752","LJFBHMDO_02657","FJKEEGCC_02840","LCKBFCAL_02812","GLGINFII_02958"
"group_1144","","Long-chain-fatty-acid--CoA ligase FadD17","7","7","1","3","130","","","","1793","1793","1793","IABJFMEL_03642","FNKIIBCC_03710","KLCLGNMD_02677","LJFBHMDO_00698","FJKEEGCC_03670","LCKBFCAL_03814","GLGINFII_01608"
"dthadh","","D-threo-3-hydroxyaspartate dehydratase","7","7","1","6","53","","","","515","515","515","IABJFMEL_02081","FNKIIBCC_02056","KLCLGNMD_02486","LJFBHMDO_01148","FJKEEGCC_02252","LCKBFCAL_02544","GLGINFII_02672"
"group_1146","","hypothetical protein","7","7","1","14","12","","","","188","188","188","IABJFMEL_02352","FNKIIBCC_01921","KLCLGNMD_04063","LJFBHMDO_02279","FJKEEGCC_02421","LCKBFCAL_04062","GLGINFII_04056"
"higB1","","putative endoribonuclease HigB1","7","7","1","16","11","","","","353","353","353","IABJFMEL_03518","FNKIIBCC_03585","KLCLGNMD_03672","LJFBHMDO_03596","FJKEEGCC_03565","LCKBFCAL_01667","GLGINFII_01695"
"vapC_1","","tRNA(fMet)-specific endonuclease VapC","7","7","1","1","378","","","","437","437","437","IABJFMEL_01747","FNKIIBCC_01803","KLCLGNMD_00934","LJFBHMDO_02134","FJKEEGCC_01908","LCKBFCAL_00591","GLGINFII_00783"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","7","7","1","25","4","","","","674","674","674","IABJFMEL_01802","FNKIIBCC_02292","KLCLGNMD_02223","LJFBHMDO_02181","FJKEEGCC_02364","LCKBFCAL_02215","GLGINFII_02472"
"group_115","","hypothetical protein","7","7","1","18","42","","","","233","389","299","IABJFMEL_01337","FNKIIBCC_01159","KLCLGNMD_01620","LJFBHMDO_01448","FJKEEGCC_01186","LCKBFCAL_01958","GLGINFII_02040"
"lcfB_4","","Long-chain-fatty-acid--CoA ligase","7","7","1","6","67","","","","1607","1607","1607","IABJFMEL_02067","FNKIIBCC_02070","KLCLGNMD_02500","LJFBHMDO_01162","FJKEEGCC_02266","LCKBFCAL_02530","GLGINFII_02658"
"sugB","","Trehalose transport system permease protein SugB","7","7","1","3","161","","","","839","839","839","IABJFMEL_02231","FNKIIBCC_03078","KLCLGNMD_02646","LJFBHMDO_00667","FJKEEGCC_03103","LCKBFCAL_03342","GLGINFII_01639"
"gabD","","Succinate-semialdehyde dehydrogenase [NADP( )]","7","7","1","2","146","","","","1484","1484","1484","IABJFMEL_00496","FNKIIBCC_01948","KLCLGNMD_01169","LJFBHMDO_03118","FJKEEGCC_02044","LCKBFCAL_01422","GLGINFII_01058"
"group_1153","","hypothetical protein","7","7","1","3","185","","","","2099","2099","2099","IABJFMEL_02589","FNKIIBCC_01457","KLCLGNMD_01843","LJFBHMDO_00643","FJKEEGCC_01504","LCKBFCAL_01845","GLGINFII_02169"
"group_1154","","hypothetical protein","7","7","1","18","23","","","","1379","1379","1379","IABJFMEL_01288","FNKIIBCC_01208","KLCLGNMD_01669","LJFBHMDO_01398","FJKEEGCC_01235","LCKBFCAL_01909","GLGINFII_01991"
"espR","","Nucleoid-associated protein EspR","7","7","1","30","6","","","","398","398","398","IABJFMEL_02512","FNKIIBCC_02521","KLCLGNMD_02831","LJFBHMDO_02672","FJKEEGCC_02572","LCKBFCAL_02852","GLGINFII_02996"
"group_1156","","PE family protein PE13","7","7","1","1","297","","","","296","296","296","IABJFMEL_03899","FNKIIBCC_02379","KLCLGNMD_02691","LJFBHMDO_01123","FJKEEGCC_02533","LCKBFCAL_02773","GLGINFII_03946"
"group_1157","","Elongation factor G-like protein","7","7","1","34","21","","","","2144","2144","2144","IABJFMEL_03420","FNKIIBCC_02182","KLCLGNMD_02519","LJFBHMDO_02487","FJKEEGCC_02208","LCKBFCAL_02511","GLGINFII_02617"
"group_1158","","Ribonuclease VapC51","7","7","1","22","4","","","","413","413","413","IABJFMEL_01497","FNKIIBCC_01522","KLCLGNMD_01962","LJFBHMDO_01887","FJKEEGCC_01689","LCKBFCAL_02065","GLGINFII_02310"
"group_1159","","hypothetical protein","7","7","1","29","26","","","","365","365","365","IABJFMEL_02374","FNKIIBCC_02747","KLCLGNMD_02736","LJFBHMDO_02641","FJKEEGCC_02856","LCKBFCAL_02796","GLGINFII_02974"
"act","","Methanol dehydrogenase activator","7","7","1","15","91","","","","539","623","551","IABJFMEL_01420","FNKIIBCC_01381","KLCLGNMD_02451","LJFBHMDO_01807","FJKEEGCC_02119","LCKBFCAL_01314","GLGINFII_01400"
"group_1160","","Ribonuclease VapC30","7","7","1","15","14","","","","248","248","248","IABJFMEL_03148","FNKIIBCC_03156","KLCLGNMD_03310","LJFBHMDO_03166","FJKEEGCC_03198","LCKBFCAL_01264","GLGINFII_01449"
"group_1161","","hypothetical protein","7","7","1","34","9","","","","1139","1139","1139","IABJFMEL_03102","FNKIIBCC_02200","KLCLGNMD_02537","LJFBHMDO_02469","FJKEEGCC_02226","LCKBFCAL_02493","GLGINFII_02635"
"ung","","Uracil-DNA glycosylase","7","7","1","13","43","","","","683","683","683","IABJFMEL_00046","FNKIIBCC_00259","KLCLGNMD_00711","LJFBHMDO_00208","FJKEEGCC_00208","LCKBFCAL_00248","GLGINFII_00564"
"group_1163","","hypothetical protein","7","7","1","35","8","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","887","887","887","IABJFMEL_04063","FNKIIBCC_04066","KLCLGNMD_03509","LJFBHMDO_04066","FJKEEGCC_03710","LCKBFCAL_03582","GLGINFII_04060"
"ppsD","","Phthiocerol synthesis polyketide synthase type I PpsD","7","7","1","13","93","","","","5483","5483","5483","IABJFMEL_00088","FNKIIBCC_00301","KLCLGNMD_00753","LJFBHMDO_00249","FJKEEGCC_00249","LCKBFCAL_00290","GLGINFII_00606"
"phy","","Phloretin hydrolase","7","7","1","5","72","","","","686","686","686","IABJFMEL_03296","FNKIIBCC_03269","KLCLGNMD_03386","LJFBHMDO_03141","FJKEEGCC_03242","LCKBFCAL_03476","GLGINFII_03455"
"mmpL8_2","","Sulfolipid-1 exporter MmpL8","7","7","1","8","102","","","","3269","3269","3269","IABJFMEL_01360","FNKIIBCC_01253","KLCLGNMD_01714","LJFBHMDO_01349","FJKEEGCC_01283","LCKBFCAL_01981","GLGINFII_02063"
"pntB","","NAD(P) transhydrogenase subunit beta","7","7","1","1","611","","","","1427","1427","1427","IABJFMEL_00131","FNKIIBCC_00147","KLCLGNMD_00074","LJFBHMDO_00127","FJKEEGCC_00036","LCKBFCAL_00463","GLGINFII_00036"
"group_1168","","hypothetical protein","7","7","1","6","29","","","","1193","1193","1193","IABJFMEL_03562","FNKIIBCC_03609","KLCLGNMD_03716","LJFBHMDO_03640","FJKEEGCC_03597","LCKBFCAL_03737","GLGINFII_02900"
"group_1169","","Putative S-adenosyl-L-methionine-dependent methyltransferase","7","7","1","3","59","","","","905","905","905","IABJFMEL_02858","FNKIIBCC_02901","KLCLGNMD_03076","LJFBHMDO_02977","FJKEEGCC_02975","LCKBFCAL_03192","GLGINFII_01662"
"group_117","","putative HTH-type transcriptional regulator","7","7","1","15","64","","","","611","656","643","IABJFMEL_01447","FNKIIBCC_01354","KLCLGNMD_03895","LJFBHMDO_01780","FJKEEGCC_03874","LCKBFCAL_01341","GLGINFII_01373"
"lprN_3","","Lipoprotein LprN","7","7","1","16","83","","","","1313","1313","1313","IABJFMEL_01642","FNKIIBCC_01789","KLCLGNMD_02117","LJFBHMDO_02061","FJKEEGCC_01862","LCKBFCAL_01686","GLGINFII_01714"
"ureB","","Urease subunit beta","7","7","1","5","173","","","","314","314","314","IABJFMEL_01128","FNKIIBCC_01576","KLCLGNMD_02060","LJFBHMDO_02003","FJKEEGCC_00329","LCKBFCAL_02163","GLGINFII_02322"
"lprI","","Lipoprotein LprI","7","7","1","10","82","","","","593","593","593","IABJFMEL_00382","FNKIIBCC_00342","KLCLGNMD_01055","LJFBHMDO_01481","FJKEEGCC_01338","LCKBFCAL_00756","GLGINFII_00949"
"group_1173","","hypothetical protein","7","7","1","2","299","","","","263","263","263","IABJFMEL_00614","FNKIIBCC_00563","KLCLGNMD_00329","LJFBHMDO_01931","FJKEEGCC_01714","LCKBFCAL_00058","GLGINFII_00281"
"group_1174","","Putative quercetin 2,3-dioxygenase","7","7","1","1","4","","","","734","734","734","IABJFMEL_00156","FNKIIBCC_00172","KLCLGNMD_00099","LJFBHMDO_00102","FJKEEGCC_00061","LCKBFCAL_00488","GLGINFII_00061"
"hom","","Homoserine dehydrogenase","7","7","1","8","57","","","","1325","1325","1325","IABJFMEL_03116","FNKIIBCC_03132","KLCLGNMD_03332","LJFBHMDO_03197","FJKEEGCC_03175","LCKBFCAL_01483","GLGINFII_01517"
"group_1176","","hypothetical protein","7","7","1","57","3","","","","425","425","425","IABJFMEL_04047","FNKIIBCC_04052","KLCLGNMD_04054","LJFBHMDO_04051","FJKEEGCC_04054","LCKBFCAL_04044","GLGINFII_04047"
"group_1177","","hypothetical protein","7","7","1","16","56","","","","560","560","560","IABJFMEL_01670","FNKIIBCC_01761","KLCLGNMD_02145","LJFBHMDO_02089","FJKEEGCC_01834","LCKBFCAL_01714","GLGINFII_01742"
"yedI","","Inner membrane protein YedI","7","7","1","12","29","","","","920","920","920","IABJFMEL_00697","FNKIIBCC_00644","KLCLGNMD_01399","LJFBHMDO_00776","FJKEEGCC_00804","LCKBFCAL_01020","GLGINFII_01276"
"group_1179","","hypothetical protein","7","7","1","13","39","","","","575","575","575","IABJFMEL_00042","FNKIIBCC_00255","KLCLGNMD_00707","LJFBHMDO_00204","FJKEEGCC_00204","LCKBFCAL_00244","GLGINFII_00560"
"group_118","","hypothetical protein","7","7","1","15","61","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","440","452","443","IABJFMEL_01450","FNKIIBCC_01351","KLCLGNMD_03898","LJFBHMDO_01779","FJKEEGCC_03873","LCKBFCAL_01344","GLGINFII_01370"
"ydjZ","","TVP38/TMEM64 family inner membrane protein YdjZ","7","7","1","10","25","","","","758","758","758","IABJFMEL_00434","FNKIIBCC_00394","KLCLGNMD_01107","LJFBHMDO_01655","FJKEEGCC_01452","LCKBFCAL_00704","GLGINFII_00897"
"group_1181","","Toxin","7","7","1","39","11","","","","323","323","323","IABJFMEL_03600","FNKIIBCC_03652","KLCLGNMD_03747","LJFBHMDO_03671","FJKEEGCC_03663","LCKBFCAL_03805","GLGINFII_03578"
"proC","","Pyrroline-5-carboxylate reductase","7","7","1","4","17","","","","887","887","887","IABJFMEL_02995","FNKIIBCC_02977","KLCLGNMD_03172","LJFBHMDO_03063","FJKEEGCC_03475","LCKBFCAL_00876","GLGINFII_00502"
"group_1183","","Putative S-adenosyl-L-methionine-dependent methyltransferase","7","7","1","3","60","","","","1103","1103","1103","IABJFMEL_02857","FNKIIBCC_02902","KLCLGNMD_03075","LJFBHMDO_02978","FJKEEGCC_02974","LCKBFCAL_03191","GLGINFII_01661"
"betA","","Oxygen-dependent choline dehydrogenase","7","7","1","1","342","","","","1358","1358","1358","IABJFMEL_01709","FNKIIBCC_01841","KLCLGNMD_00896","LJFBHMDO_02172","FJKEEGCC_01870","LCKBFCAL_00553","GLGINFII_00745"
"group_1185","","Putative S-adenosyl-L-methionine-dependent methyltransferase","7","7","1","1","183","","","","908","908","908","IABJFMEL_03849","FNKIIBCC_03363","KLCLGNMD_00553","LJFBHMDO_03332","FJKEEGCC_03355","LCKBFCAL_03547","GLGINFII_03540"
"rpsC","","30S ribosomal protein S3","7","7","1","3","41","","","","824","824","824","IABJFMEL_02876","FNKIIBCC_02883","KLCLGNMD_03094","LJFBHMDO_02959","FJKEEGCC_02993","LCKBFCAL_03210","GLGINFII_01680"
